show_id,type,title,country,date_added,release_year,rating,listed_in
s4458,Movie,Satyagraha,India,"November 1, 2018",2013,TV-14,"Dramas, International Movies, Music & Musicals"
s4459,Movie,Settai,India,"November 1, 2018",2013,TV-14,"Comedies, International Movies, Music & Musicals"
s4460,Movie,Sigaram Thodu,India,"November 1, 2018",2014,TV-14,"Dramas, International Movies, Thrillers"
s4461,Movie,Sommore: The Reign Continues,United States,"November 1, 2018",2015,TV-MA,Stand-Up Comedy
s4462,TV Show,The Great British Baking Show: The Beginnings,,"November 1, 2018",2012,TV-PG,"British TV Shows, Reality TV"
s4463,Movie,The Untold Tales of Armistead Maupin,United States,"November 1, 2018",2017,TV-MA,"Documentaries, LGBTQ Movies"
s4464,Movie,Vaya,South Africa,"November 1, 2018",2016,TV-MA,"Dramas, Independent Movies, International Movies"
s4465,Movie,Welcome to Sajjanpur,India,"November 1, 2018",2008,TV-14,"Comedies, Dramas, International Movies"
s4466,Movie,Yeh Hai Bakrapur,India,"November 1, 2018",2014,TV-PG,"Comedies, Dramas, Independent Movies"
s4467,Movie,Zokkomon,India,"November 1, 2018",2011,PG,"Children & Family Movies, Dramas"
s4468,Movie,Gun City,"Spain, France","October 31, 2018",2018,TV-MA,"Dramas, International Movies, Thrillers"
s4469,Movie,Heneral Luna,Philippines,"October 31, 2018",2015,R,"Dramas, International Movies"
s4470,TV Show,Fate/EXTRA Last Encore,Japan,"October 30, 2018",2018,TV-MA,"Anime Series, International TV Shows"
s4471,Movie,Dragon Tiger Gate,"Hong Kong, China","October 27, 2018",2006,TV-14,"Action & Adventure, International Movies"
s4472,Movie,Been So Long,,"October 26, 2018",2018,TV-MA,"Dramas, International Movies, Music & Musicals"
s4473,Movie,Dovlatov,"Russia, Poland, Serbia","October 26, 2018",2018,PG-13,"Dramas, International Movies"
s4474,Movie,Jefe,"Spain, Portugal","October 26, 2018",2018,TV-MA,"Comedies, Dramas, International Movies"
s4475,Movie,Santo Cachón,Colombia,"October 26, 2018",2018,TV-14,"Comedies, International Movies, Romantic Movies"
s4476,Movie,Shirkers,"United States, United Kingdom","October 26, 2018",2018,TV-14,Documentaries
s4477,TV Show,Terrorism Close Calls,"United States, Czech Republic","October 26, 2018",2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows"
s4478,Movie,W/O Ram,India,"October 26, 2018",2018,TV-MA,"Dramas, International Movies, Thrillers"
s4479,TV Show,DreamWorks Spooky Stories,United States,"October 25, 2018",2009,TV-PG,"Kids' TV, TV Comedies"
s4480,TV Show,Great News,United States,"October 25, 2018",2017,TV-14,TV Comedies
s4481,Movie,Ronnie Coleman: The King,United States,"October 25, 2018",2018,TV-MA,Documentaries
s4482,Movie,Baahubali: The Beginning (English Version),,"October 24, 2018",2015,TV-14,"Action & Adventure, Dramas, International Movies"
s4483,Movie,ADAM SANDLER 100% FRESH,United States,"October 23, 2018",2018,TV-MA,Stand-Up Comedy
s4484,TV Show,Here to Heart,China,"October 23, 2018",2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas"
s4485,Movie,Scorpion King 5: Book of Souls,United States,"October 23, 2018",2018,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
s4486,TV Show,The Hollywood Masters,United States,"October 23, 2018",2017,TV-MA,Stand-Up Comedy & Talk Shows
s4487,Movie,How to Get Over a Breakup,Peru,"October 20, 2018",2018,TV-MA,"Comedies, International Movies, Romantic Movies"
s4488,TV Show,Accidentally in Love,China,"October 19, 2018",2018,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s4489,TV Show,Ask the Doctor,Australia,"October 19, 2018",2017,TV-PG,"Docuseries, International TV Shows, Science & Nature TV"
s4490,TV Show,Best.Worst.Weekend.Ever.,United States,"October 19, 2018",2018,TV-PG,"Kids' TV, TV Comedies"
s4491,Movie,"Club de Cuervos Presents: I, Potro","Mexico, Argentina","October 19, 2018",2018,TV-MA,Movies
s4492,Movie,Derren Brown: Sacrifice,,"October 19, 2018",2018,TV-MA,Movies
s4493,Movie,Gnome Alone,"United Kingdom, Canada, United States, Cayman Islands","October 19, 2018",2018,PG,"Children & Family Movies, Comedies"
s4494,Movie,Illang: The Wolf Brigade,South Korea,"October 19, 2018",2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s4495,TV Show,Making a Murderer,United States,"October 19, 2018",2018,TV-14,"Crime TV Shows, Docuseries"
s4496,TV Show,Marvel's Daredevil,United States,"October 19, 2018",2018,TV-MA,"Crime TV Shows, TV Action & Adventure"
s4497,Movie,Naa Bangaaru Talli,India,"October 19, 2018",2013,TV-14,"Dramas, International Movies"
s4498,Movie,Oddbods: Party Monsters,,"October 19, 2018",2018,TV-Y,Movies
s4499,TV Show,Project S The Series,Thailand,"October 19, 2018",2017,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows"
s4500,Movie,S Storm,"Hong Kong, China","October 19, 2018",2016,TV-MA,"Action & Adventure, International Movies"
s4501,Movie,The Night Comes for Us,"Indonesia, United States","October 19, 2018",2018,TV-MA,"Action & Adventure, International Movies"
s4502,TV Show,Wanderlust,United Kingdom,"October 19, 2018",2018,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows"
s4503,Movie,Mr. Chandramouli,India,"October 18, 2018",2018,TV-MA,"Dramas, International Movies, Thrillers"
s4504,TV Show,My Babysitter's a Vampire,Canada,"October 17, 2018",2012,TV-PG,"Kids' TV, TV Comedies"
s4505,TV Show,Rake,Australia,"October 16, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies"
s4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,"October 16, 2018",2018,TV-MA,Stand-Up Comedy
s4507,Movie,Meghnadbodh Rohoshyo,India,"October 15, 2018",2017,TV-MA,"Dramas, International Movies"
s4508,Movie,Sanju,India,"October 15, 2018",2018,TV-MA,"Dramas, International Movies"
s4509,TV Show,Stunt Science,United Kingdom,"October 15, 2018",2018,TV-MA,"British TV Shows, International TV Shows, Reality TV"
s4510,Movie,Soorma,India,"October 13, 2018",2018,TV-14,"Dramas, International Movies, Sports Movies"
s4511,Movie,Apostle,"United Kingdom, United States","October 12, 2018",2018,TV-MA,"Horror Movies, International Movies, Thrillers"
s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,"October 12, 2018",2018,TV-Y7,"Crime TV Shows, Kids' TV"
s4513,Movie,Errementari: The Blacksmith and the Devil,"Spain, France","October 12, 2018",2018,TV-MA,"Horror Movies, International Movies, Sci-Fi & Fantasy"
s4514,Movie,Feminists: What Were They Thinking?,United States,"October 12, 2018",2018,TV-MA,"Documentaries, LGBTQ Movies"
s4515,TV Show,FIGHTWORLD,,"October 12, 2018",2018,TV-MA,Docuseries
s4516,Movie,Kuntilanak,Indonesia,"October 12, 2018",2018,TV-14,"Horror Movies, International Movies"
s4517,Movie,ReMastered: Who Shot the Sheriff,United States,"October 12, 2018",2018,TV-14,"Documentaries, Music & Musicals"
s4518,TV Show,The Curious Creations of Christine McConnell,United States,"October 12, 2018",2018,TV-PG,"TV Comedies, TV Mysteries"
s4519,TV Show,The Haunting of Hill House,United States,"October 12, 2018",2018,TV-MA,"TV Dramas, TV Horror, TV Mysteries"
s4520,Movie,The Kindergarten Teacher,"United States, Israel, United Kingdom, Canada","October 12, 2018",2018,R,"Dramas, Independent Movies"
s4521,TV Show,Ordinary Heroes,,"October 11, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s4522,TV Show,Salt Fat Acid Heat,,"October 11, 2018",2018,TV-PG,Docuseries
s4523,Movie,22 July,"Norway, Iceland, United States","October 10, 2018",2018,R,"Dramas, Thrillers"
s4524,TV Show,Blood Pact,Brazil,"October 10, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s4525,Movie,Tales From the Hood 2,United States,"October 10, 2018",2018,R,"Cult Movies, Horror Movies, Independent Movies"
s4526,Movie,Mo Amer: The Vagabond,United States,"October 9, 2018",2018,TV-MA,Stand-Up Comedy
s4527,Movie,Pulang,Malaysia,"October 8, 2018",2018,TV-14,"Action & Adventure, Dramas, International Movies"
s4528,TV Show,Sofia the First,United States,"October 8, 2018",2017,TV-Y,Kids' TV
s4529,Movie,Seven in Heaven,United States,"October 6, 2018",2018,PG-13,Horror Movies
s4530,TV Show,Dancing Queen,,"October 5, 2018",2018,TV-14,Reality TV
s4531,TV Show,Empire Games,"Czech Republic, United States","October 5, 2018",2018,TV-14,Docuseries
s4532,TV Show,LOST SONG,Japan,"October 5, 2018",2018,TV-14,"Anime Series, International TV Shows"
s4533,Movie,Malevolent,United Kingdom,"October 5, 2018",2018,TV-MA,"Horror Movies, Thrillers"
s4534,Movie,Private Life,United States,"October 5, 2018",2018,R,"Comedies, Dramas, Independent Movies"
s4535,Movie,Super Monsters Save Halloween,,"October 5, 2018",2018,TV-Y,Children & Family Movies
s4536,TV Show,YG Future Strategy Office,South Korea,"October 5, 2018",2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies"
s4537,TV Show,Violet Evergarden: Special,,"October 4, 2018",2018,TV-PG,"Anime Series, International TV Shows, Romantic TV Shows"
s4538,Movie,The Black Prince,"United Kingdom, India, United States","October 3, 2018",2017,PG-13,"Dramas, International Movies"
s4539,Movie,Truth or Dare,United States,"October 3, 2018",2017,TV-MA,Horror Movies
s4540,Movie,Death Race: Beyond Anarchy,"United States, Bulgaria","October 2, 2018",2017,R,Action & Adventure
s4541,Movie,Eric ldle's What About Dick?,United States,"October 2, 2018",2012,TV-MA,"Comedies, Music & Musicals"
s4542,Movie,Joe Rogan: Strange Times,,"October 2, 2018",2018,TV-MA,Stand-Up Comedy
s4543,TV Show,Monty Python Best Bits (mostly),United Kingdom,"October 2, 2018",2014,TV-MA,"British TV Shows, Docuseries, TV Comedies"
s4544,Movie,Monty Python Conquers America,,"October 2, 2018",2008,TV-MA,Documentaries
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,"October 2, 2018",2014,TV-MA,Comedies
s4546,Movie,Monty Python: Before the Flying Circus,United Kingdom,"October 2, 2018",2000,TV-MA,"Comedies, Documentaries"
s4547,Movie,Monty Python: Live at Aspen,United States,"October 2, 2018",1998,TV-MA,"Comedies, Documentaries"
s4548,Movie,Monty Python: Live at The Hollywood Bowl,United Kingdom,"October 2, 2018",1982,R,Comedies
s4549,Movie,Monty Python: The Meaning of Live,United Kingdom,"October 2, 2018",2014,TV-MA,Documentaries
s4550,TV Show,Monty Python's Almost the Truth,United Kingdom,"October 2, 2018",2009,TV-MA,"British TV Shows, Docuseries"
s4551,TV Show,Monty Python's Fliegender Zirkus,"United Kingdom, West Germany","October 2, 2018",1972,TV-MA,"International TV Shows, TV Comedies"
s4552,TV Show,Monty Python's Flying Circus,United Kingdom,"October 2, 2018",1974,TV-14,"British TV Shows, Classic & Cult TV, International TV Shows"
s4553,Movie,Monty Python's Life of Brian,United Kingdom,"October 2, 2018",1979,R,"Classic Movies, Comedies, Cult Movies"
s4554,TV Show,Monty Python's Personal Best,"United States, United Kingdom","October 2, 2018",2005,TV-MA,"British TV Shows, TV Comedies"
s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,United Kingdom,"October 2, 2018",1989,TV-14,Comedies
s4556,Movie,The Meaning of Monty Python,United Kingdom,"October 2, 2018",2013,TV-MA,Documentaries
s4557,Movie,25 Kille,India,"October 1, 2018",2016,TV-14,"Action & Adventure, Dramas, International Movies"
s4558,Movie,A Witches' Ball,Canada,"October 1, 2018",2017,PG,Children & Family Movies
s4559,Movie,Agyaat,India,"October 1, 2018",2009,TV-14,"Horror Movies, International Movies"
s4560,Movie,Anjaan,India,"October 1, 2018",2014,TV-14,"Action & Adventure, Dramas, International Movies"
s4561,Movie,Bathinda Express,India,"October 1, 2018",2016,TV-14,"Dramas, International Movies, Sports Movies"
s4562,Movie,Delhi 6,India,"October 1, 2018",2009,TV-14,"Dramas, International Movies"
s4563,Movie,Dev.D,India,"October 1, 2018",2009,TV-MA,"Dramas, International Movies, Romantic Movies"
s4564,Movie,Dil Vil Pyaar Vyaar,India,"October 1, 2018",2014,TV-PG,"International Movies, Music & Musicals, Romantic Movies"
s4565,Movie,Dushman,,"October 1, 2018",2017,TV-14,"Dramas, International Movies"
s4566,Movie,Ek Main Aur Ekk Tu,India,"October 1, 2018",2012,TV-14,"Comedies, International Movies, Romantic Movies"
s4567,Movie,Freedom at Midnight,,"October 1, 2018",2018,TV-MA,"Dramas, Independent Movies, International Movies"
s4568,Movie,Haani,India,"October 1, 2018",2013,TV-14,"Dramas, International Movies, Music & Musicals"
s4569,Movie,Happy Go Lucky,India,"October 1, 2018",2014,TV-14,"Comedies, International Movies, Music & Musicals"
s4570,Movie,Harishchandrachi Factory,India,"October 1, 2018",2009,TV-PG,"Dramas, International Movies"
s4571,TV Show,Hot Date,United States,"October 1, 2018",2018,TV-MA,"Romantic TV Shows, TV Comedies"
s4572,Movie,Jagga Jasoos,India,"October 1, 2018",2017,TV-14,"Action & Adventure, Comedies, International Movies"
s4573,Movie,Jatt James Bond,India,"October 1, 2018",2014,TV-14,"Comedies, Dramas, International Movies"
s4574,Movie,Jodhaa Akbar,India,"October 1, 2018",2008,TV-14,"Action & Adventure, Dramas, International Movies"
s4575,Movie,Judge Singh LLB,India,"October 1, 2018",2015,TV-PG,"Comedies, Dramas, International Movies"
s4576,Movie,Kaminey,India,"October 1, 2018",2009,TV-14,"Dramas, International Movies, Music & Musicals"
s4577,Movie,Khido Khundi,India,"October 1, 2018",2018,TV-14,"Dramas, International Movies, Sports Movies"
s4578,Movie,Khoobsurat,India,"October 1, 2018",2014,TV-14,"Comedies, International Movies, Romantic Movies"
s4579,Movie,Kisaan,India,"October 1, 2018",2009,TV-14,"Action & Adventure, Dramas, International Movies"
s4580,Movie,Kismat Konnection,India,"October 1, 2018",2008,TV-14,"Comedies, Dramas, International Movies"
s4581,Movie,Kurbaan,India,"October 1, 2018",2009,TV-14,"International Movies, Thrillers"
s4582,Movie,Lock,India,"October 1, 2018",2016,TV-14,"Dramas, International Movies"
s4583,Movie,Luv Shuv Tey Chicken Khurana,India,"October 1, 2018",2012,TV-14,"Comedies, International Movies, Romantic Movies"
s4584,Movie,"Main, Meri Patni Aur Woh",India,"October 1, 2018",2005,TV-PG,"Comedies, Dramas, International Movies"
s4585,Movie,Manje Bistre,India,"October 1, 2018",2017,TV-14,"Comedies, Dramas, International Movies"
s4586,Movie,Motor Mitraan Di,India,"October 1, 2018",2016,TV-PG,"Comedies, International Movies"
s4587,Movie,Mugamoodi,India,"October 1, 2018",2012,TV-14,"Action & Adventure, International Movies"
s4588,Movie,Muran,India,"October 1, 2018",2011,TV-14,"Action & Adventure, International Movies"
s4589,Movie,My Friend Pinto,India,"October 1, 2018",2011,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy"
s4590,Movie,My Little Pony Equestria Girls: Forgotten Friendship,United States,"October 1, 2018",2018,TV-Y,Children & Family Movies
s4591,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,"United States, Canada","October 1, 2018",2018,TV-Y,Children & Family Movies
s4592,Movie,My Suicide,United States,"October 1, 2018",2009,TV-MA,"Comedies, Dramas, Independent Movies"
s4593,Movie,Naan Sigappu Manithan,India,"October 1, 2018",2014,TV-14,"Action & Adventure, Dramas, International Movies"
s4594,Movie,Nasha,India,"October 1, 2018",2013,TV-14,"Dramas, International Movies, Romantic Movies"
s4595,Movie,Naughty Jatts,India,"October 1, 2018",2013,TV-PG,"Comedies, International Movies, Music & Musicals"
s4596,Movie,Needhi Singh,India,"October 1, 2018",2016,TV-14,"Action & Adventure, Dramas, International Movies"
s4597,Movie,Peace Haven,"India, United States","October 1, 2018",2016,TV-14,"Comedies, Dramas, Independent Movies"
s4598,Movie,Phantom,India,"October 1, 2018",2015,TV-14,"Action & Adventure, International Movies"
s4599,Movie,Pizza,India,"October 1, 2018",2014,TV-14,"Horror Movies, International Movies, Thrillers"
s4600,Movie,Pooja Kiven Aa,India,"October 1, 2018",2013,TV-PG,"Comedies, International Movies, Music & Musicals"
s4601,Movie,Race,India,"October 1, 2018",2008,TV-14,"Action & Adventure, International Movies, Music & Musicals"
s4602,Movie,Race 2,India,"October 1, 2018",2013,TV-14,"Action & Adventure, International Movies, Music & Musicals"
s4603,Movie,Saadey CM Saab,India,"October 1, 2018",2015,TV-PG,"Comedies, Dramas, International Movies"
s4604,Movie,Sat Shri Akaal England,India,"October 1, 2018",2017,TV-14,"Comedies, Dramas, International Movies"
s4605,TV Show,Strong,United States,"October 1, 2018",2016,TV-14,Reality TV
s4606,Movie,Thaandavam,India,"October 1, 2018",2012,TV-14,"Action & Adventure, International Movies, Music & Musicals"
s4607,Movie,The Birth Reborn,,"October 1, 2018",2018,TV-MA,"Documentaries, International Movies"
s4608,Movie,Theeya Velai Seyyanum Kumaru,India,"October 1, 2018",2013,TV-PG,"Comedies, International Movies, Music & Musicals"
s4609,TV Show,Three Wives One Husband,United Kingdom,"October 1, 2018",2018,TV-14,"British TV Shows, International TV Shows, Reality TV"
s4610,Movie,Tiger,India,"October 1, 2018",2016,TV-14,"Action & Adventure, Dramas, International Movies"
s4611,Movie,Udaan,India,"October 1, 2018",2010,TV-MA,"Dramas, Independent Movies, International Movies"
s4612,Movie,Vettai,India,"October 1, 2018",2012,TV-14,"Action & Adventure, International Movies, Music & Musicals"
s4613,Movie,Wake Up Sid,India,"October 1, 2018",2009,TV-14,"Comedies, International Movies, Romantic Movies"
s4614,Movie,We Are Family,"India, Australia","October 1, 2018",2010,TV-14,"Dramas, International Movies"
s4615,Movie,What the Jatt!!,India,"October 1, 2018",2015,TV-PG,"Comedies, International Movies, Romantic Movies"
s4616,Movie,Zindagi Kitni Haseen Hay,Pakistan,"October 1, 2018",2016,TV-14,"Dramas, International Movies, Romantic Movies"
s4617,Movie,Big Miracle,"United States, United Kingdom","September 30, 2018",2012,PG,"Children & Family Movies, Dramas"
s4618,Movie,Paradise Lost,Brazil,"September 29, 2018",2018,TV-MA,"Dramas, Independent Movies, International Movies"
s4619,Movie,Animal World,China,"September 28, 2018",2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
